ligand,ID,CAN SMILES,SMILES,P in rings,diff R,Formula:Formula,MolWt:MWt,AtomCount:nAtom,RotatableBondsCount:nRotB,Virtual,Chiral,diast,diast,PH,PB,PC,PN,PO,PF,PSi,PS,PC3,PAr3,CPN,CPO,P[N]3,P(OR)3,Phosphoramidite,PON2,PXY,,rkey,[Fe],Buchwald 1,Buchwald 2,PPhR2,Cy2PR,Cy checked?,Pkey,WuPhos,CAS PR3,COM,sigma_and_strem
"PnBu2(N-nBu,5-Ph-1,2,3-Triazole), Ph_isotriazole_PnBu2",00000074,CCCCn1nnc(P(CCCC)CCCC)c1-c1ccccc1,CCCCP(c1nnn(c1c1ccccc1)CCCC)CCCC,0,2,C20H32N3P,345,56,11,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,not on scifinder,0,#REF!
P(OPh)3,00000075,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,c1ccc(cc1)OP(Oc1ccccc1)Oc1ccccc1,0,1,C18H15O3P,310,37,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,101-02-0,1,1
PhRuPhos,00000076,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(c1ccccc1)c1ccccc1,CC(Oc1cccc(c1c1ccccc1P(c1ccccc1)c1ccccc1)OC(C)C)C,0,2,C30H31O2P,455,64,8,1,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,not on scifinder,0,#REF!
PPhiPr2,00000077,CC(C)P(c1ccccc1)C(C)C,CC(P(c1ccccc1)C(C)C)C,0,2,C12H19P,194,32,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,6372-43-6,1,1
PtBuiPr2,00000078,CC(C)P(C(C)C)C(C)(C)C,CC(P(C(C)(C)C)C(C)C)C,0,2,C10H23P,174,34,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,51567-05-6,1,1
PiPr3,00000079,CC(C)P(C(C)C)C(C)C,CC(P(C(C)C)C(C)C)C,0,1,C9H21P,160,31,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,6476-36-4,1,1
PMe2Ph,00000080,CP(C)c1ccccc1,CP(c1ccccc1)C,0,2,C8H11P,138,20,1,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,672-66-2,1,1
PMePh2,00000081,CP(c1ccccc1)c1ccccc1,CP(c1ccccc1)c1ccccc1,0,2,C13H13P,200,27,2,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1486-28-8,1,1
PmTol3,00000082,Cc1cccc(P(c2cccc(C)c2)c2cccc(C)c2)c1,Cc1cccc(c1)P(c1cccc(c1)C)c1cccc(c1)C,0,1,C21H21P,304,43,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,6224-63-1,1,1
PnPr3,00000083,CCCP(CCC)CCC,CCCP(CCC)CCC,0,1,C9H21P,160,31,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2234-97-1,1,1
PallylPh2,00000084,C=CCP(c1ccccc1)c1ccccc1,C=CCP(c1ccccc1)c1ccccc1,0,2,C15H15P,226,31,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2741-38-0,1,1
PPh2iPr,00000085,CC(C)P(c1ccccc1)c1ccccc1,CC(P(c1ccccc1)c1ccccc1)C,0,2,C15H17P,228,33,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,6372-40-3,1,1
PPh2pStyrene,00000086,C=Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,C=Cc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C20H17P,288,38,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,40538-11-2,1,1
PtBu2Et,00000087,CCP(C(C)(C)C)C(C)(C)C,CCP(C(C)(C)C)C(C)(C)C,0,2,C10H23P,174,34,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,25032-48-8,1,#REF!
PnButBu2,00000088,CCCCP(C(C)(C)C)C(C)(C)C,CCCCP(C(C)(C)C)C(C)(C)C,0,2,C12H27P,202,40,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,29949-72-2,1,1
tBuBrettPhos,00000089,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,0,2,C31H49O2P,485,83,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1160861-53-9,1,1
tBuXPhos,00000090,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,0,2,C29H45P,425,75,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,564483-19-8,1,1
vBRIDP,00000091,CC(=C(c1ccccc1)c1ccccc1)P(C(C)(C)C)C(C)(C)C,CC(=C(c1ccccc1)c1ccccc1)P(C(C)(C)C)C(C)(C)C,0,2,C23H31P,338,55,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,384842-25-5,1,1
tBuSPhos,00000092,COc1cccc(OC)c1-c1ccccc1P(C(C)(C)C)C(C)(C)C,COc1cccc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)OC,0,2,C22H31O2P,358,56,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,819867-21-5,1,#REF!
PnBu2pyrrolePh,00000093,CCCCP(CCCC)c1ccccc1-n1cccc1,CCCCP(c1ccccc1n1cccc1)CCCC,0,2,C18H26NP,287,46,8,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1610605-62-3,1,#REF!
NPh-imidazole_PnBu2,00000094,CCCCP(CCCC)c1nccn1-c1ccccc1,CCCCP(c1nccn1c1ccccc1)CCCC,0,2,C17H25N2P,288,45,8,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1610605-61-2,1,#REF!
PMePh(2OMePh),00000095,COc1ccccc1P(C)c1ccccc1,COc1ccccc1P(c1ccccc1)C,0,3,C14H15OP,230,31,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,"1485-88-7 (no stereo), 35144-01-5 (PR), 65337-14-6 (PS)",1,#REF!
PMeNEt2Ph,00000096,CCN(CC)P(C)c1ccccc1,CCN(P(c1ccccc1)C)CC,0,3,C11H18NP,195,31,4,,1,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,"708-90-7 (no stereo), 71162-23-7 (PR) ",1,#REF!
PMeOMeC6F5,00000097,COP(C)c1c(F)c(F)c(F)c(F)c1F,COP(c1c(F)c(F)c(c(c1F)F)F)C,0,3,C8H6F5OP,244,21,2,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,446254-04-2,0,#REF!
PMeOiPrC6F5,00000098,CC(C)OP(C)c1c(F)c(F)c(F)c(F)c1F,CC(OP(c1c(F)c(F)c(c(c1F)F)F)C)C,0,3,C10H10F5OP,272,27,3,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,446254-05-3,0,#REF!
CF3JohnPhos,00000099,FC(F)(F)P(c1ccccc1-c1ccccc1)C(F)(F)F,FC(P(C(F)(F)F)c1ccccc1c1ccccc1)(F)F,0,2,C14H9F6P,322,30,4,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,not on scifinder,0,#REF!
CF3SPhos,00000100,COc1cccc(OC)c1-c1ccccc1P(C(F)(F)F)C(F)(F)F,COc1cccc(c1c1ccccc1P(C(F)(F)F)C(F)(F)F)OC,0,2,C16H13F6O2P,382,38,6,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,not on scifinder,0,#REF!
CF3XPhos,00000101,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(F)(F)F)C(F)(F)F)c(C(C)C)c1,CC(c1cc(cc(c1c1ccccc1P(C(F)(F)F)C(F)(F)F)C(C)C)C(C)C)C,0,2,C23H27F6P,448,57,7,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,not on scifinder,0,#REF!
BrettPhos,00000102,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C1CCCCC1)C1CCCCC1)OC,0,2,C35H53O2P,537,91,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,1070663-78-3,1,1
RockPhos,00000103,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C,COc1ccc(c(c1P(C(C)(C)C)C(C)(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C,0,2,C31H49OP,469,82,8,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1262046-34-3,1,1
JackiePhos,00000104,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1P(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1c(cc(cc1C(C)C)C(C)C)C(C)C)OC,0,2,C39H37F12O2P,797,91,13,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1160861-60-8,1,1
CF3BrettPhos,00000105,COc1ccc(OC)c(P(C(F)(F)F)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(F)(F)F)C(F)(F)F)OC,0,2,C25H31F6O2P,508,65,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1262046-17-2,0,#REF!
CF3RockPhos,00000106,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(F)(F)F)C(F)(F)F,COc1ccc(c(c1P(C(F)(F)F)C(F)(F)F)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C,0,2,C25H31F6OP,492,64,8,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,not on scifinder,0,#REF!
Cy-vBRIDP_Meonly,00000107,CC(C)=C(C)P(C1CCCCC1)C1CCCCC1,C/C(P(C1CCCCC1)C2CCCCC2)=C(C)/C,0,2,C17H31P,266,49,3,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,not on scifinder,0,#REF!
"P(2,6-Me2Ph)3",00000108,Cc1cccc(C)c1P(c1c(C)cccc1C)c1c(C)cccc1C,CC1=C(P(C2=C(C=CC=C2C)C)C3=C(C=CC=C3C)C)C(C)=CC=C1,0,1,C24H27P,346,52,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,50341-15-6,1,#REF!
iPrJohnPhos,00000109,CC(C)P(c1ccccc1-c1ccccc1)C(C)C,CC(P(C1=C(C=CC=C1)C2=CC=CC=C2)C(C)C)C,0,2,C18H23P,270,42,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,338800-02-5,1,#REF!
PTMS3,00000110,C[Si](C)(C)P([Si](C)(C)C)[Si](C)(C)C,C[Si](P([Si](C)(C)C)[Si](C)(C)C)(C)C,0,1,C9H27PSi3,251,40,3,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,,7,,15573-38-3,1,1
P(CH2Mes)3,00000111,Cc1cc(C)c(CP(Cc2c(C)cc(C)cc2C)Cc2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)cc(c1CP(Cc1c(C)cc(cc1C)C)Cc1c(C)cc(cc1C)C)C,0,1,C30H39P,431,70,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,65161-10-6,0,#REF!
P((R)-EtPh)3,00000112,C[C@H](c1ccccc1)P([C@H](C)c1ccccc1)[C@H](C)c1ccccc1,C[C@H](c1ccccc1)P([C@@H](c1ccccc1)C)[C@@H](c1ccccc1)C,0,1,C24H27P,346,52,6,,1,1,"rac, CAS for S: 642494-51-7 (1 jour, 0 pat, not comm), CAS for no stereochem: 162813-76-5 (0 jour, 1 pat, not comm)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,642494-48-2,0,#REF!
"P(CMe2Ph)3, P(Cumyl)3",00000113,CC(C)(c1ccccc1)P(C(C)(C)c1ccccc1)C(C)(C)c1ccccc1,CC(P(C(c1ccccc1)(C)C)C(c1ccccc1)(C)C)(c1ccccc1)C,0,1,C27H33P,389,61,6,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
PPh2(4-F-Ph),00000114,Fc1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C18H14FP,280,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,18437-72-4,1,#REF!
PPh2(4-CN-Ph),00000115,N#Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C19H14NP,287,35,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,5068-16-6,1,1
"PPh2(4-NMe2-Ph), PhAtaPhos",00000116,CN(C)c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN(c1ccc(cc1)P(c1ccccc1)c1ccccc1)C,0,2,C20H20NP,305,42,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,739-58-2,1,1
PPh2(4-Me-Ph),00000117,Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C19H17P,276,37,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1031-93-2,1,1
PPh2(4-Cl-Ph),00000118,Clc1ccc(P(c2ccccc2)c2ccccc2)cc1,Clc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C18H14ClP,297,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,734-60-1,1,#REF!
P(2-CF3-Ph)3,00000119,FC(F)(F)c1ccccc1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,FC(c1ccccc1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F)(F)F,0,1,C21H12F9P,466,43,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,25688-42-0,1,#REF!
P(2-Me-4-CF3-Ph)3,00000120,Cc1cc(C(F)(F)F)ccc1P(c1ccc(C(F)(F)F)cc1C)c1ccc(C(F)(F)F)cc1C,Cc1cc(ccc1P(c1ccc(cc1C)C(F)(F)F)c1ccc(cc1C)C(F)(F)F)C(F)(F)F,0,1,C24H18F9P,508,52,6,1,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2248453-24-7,0,#REF!
"P(2,4-(CF3)2-Ph)3",00000121,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2C(F)(F)F)c2ccc(C(F)(F)F)cc2C(F)(F)F)c(C(F)(F)F)c1,FC(c1cc(ccc1P(c1ccc(cc1C(F)(F)F)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F,0,1,C24H9F18P,670,52,9,1,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
PFcPh2,00000122,c1ccc(P(c2ccccc2)C23C4C5C6C2[Fe]56432789C3C2C7C8C39)cc1,P(C12C3C4C5C1[Fe]43526789C%10C6C7C8C%109)(C%11=CC=CC=C%11)C%12=CC=CC=C%12,0,2,C22H19FeP,370,43,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,12098-17-8,1,#REF!
P(C6F5)3,00000123,Fc1c(F)c(F)c(P(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(P(c2c(F)c(F)c(c(c2F)F)F)c2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F,0,1,C18F15P,532,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1259-35-4,1,1
PMe2CF3,00000124,CP(C)C(F)(F)F,CP(C(F)(F)F)C,0,2,C3H6F3P,130,13,1,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,421-57-8,1,#REF!
PPh2(C6F5),00000125,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(P(c2ccccc2)c2ccccc2)c(F)c(c(c1F)F)F,0,2,C18H10F5P,352,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,5525-95-1,1,1
P(4-ClPh)3,00000126,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0,1,C18H12Cl3P,366,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1159-54-2,1,1
PPh2Mes,00000127,Cc1cc(C)c(P(c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(c(c1)C)P(c1ccccc1)c1ccccc1,0,2,C21H21P,304,43,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,5931-56-6,1,#REF!
P(NMe2)3,00000128,CN(C)P(N(C)C)N(C)C,CN(P(N(C)C)N(C)C)C,0,1,C6H18N3P,163,28,3,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,1608-26-0,1,1
PPh2(NMe2),00000129,CN(C)P(c1ccccc1)c1ccccc1,CN(P(c1ccccc1)c1ccccc1)C,0,2,C14H16NP,229,32,3,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,6840-01-3,1,#REF!
PPh2(2-OMe-Ph),00000130,COc1ccccc1P(c1ccccc1)c1ccccc1,COc1ccccc1P(c1ccccc1)c1ccccc1,0,2,C19H17OP,292,38,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,53111-20-9,1,1
PPh2(4-OMe-Ph),00000131,COc1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(cc1)P(c1ccccc1)c1ccccc1,0,2,C19H17OP,292,38,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,896-89-9,1,#REF!
PPh2(3-F-Ph),00000132,Fc1cccc(P(c2ccccc2)c2ccccc2)c1,Fc1cccc(c1)P(c1ccccc1)c1ccccc1,0,2,C18H14FP,280,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,21388-29-4,1,#REF!
P(3-FPh)3,00000133,Fc1cccc(P(c2cccc(F)c2)c2cccc(F)c2)c1,Fc1cccc(c1)P(c1cccc(c1)F)c1cccc(c1)F,0,2,C18H12F3P,316,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,23039-94-3,1,1
PBn2Ph,00000134,c1ccc(CP(Cc2ccccc2)c2ccccc2)cc1,c1ccc(cc1)P(Cc1ccccc1)Cc1ccccc1,0,2,C20H19P,290,40,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,7650-90-0,1,#REF!
PPh2vinyl,00000135,C=CP(c1ccccc1)c1ccccc1,C=CP(c1ccccc1)c1ccccc1,0,2,C14H13P,212,28,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2155-96-6,1,1
"P(CHCH2)3, Pvinyl3",00000136,C=CP(C=C)C=C,C=CP(C=C)C=C,0,1,C6H9P,112,16,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,3746-01-8,1,#REF!
P(CH2CH2CN)3,00000137,N#CCCP(CCC#N)CCC#N,N#CCCP(CCC#N)CCC#N,0,1,C9H12N3P,193,25,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,4023-53-4,1,1
PPh2(OMe),00000138,COP(c1ccccc1)c1ccccc1,COP(c1ccccc1)c1ccccc1,0,2,C13H13OP,216,28,3,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,4020-99-9,1,1
P(OEt)Ph2,00000139,CCOP(c1ccccc1)c1ccccc1,CCOP(c1ccccc1)c1ccccc1,0,2,C14H15OP,230,31,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,719-80-2,1,1
PPh2(OiPr),00000140,CC(C)OP(c1ccccc1)c1ccccc1,CC(OP(c1ccccc1)c1ccccc1)C,0,2,C15H17OP,244,34,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,27350-46-5,1,#REF!
PPh2(OPh),00000141,c1ccc(OP(c2ccccc2)c2ccccc2)cc1,c1ccc(cc1)OP(c1ccccc1)c1ccccc1,0,2,C18H15OP,278,35,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,13360-92-4,1,1
PPh2(O2-ClPh),00000142,Clc1ccccc1OP(c1ccccc1)c1ccccc1,Clc1ccccc1OP(c1ccccc1)c1ccccc1,0,2,C18H14ClOP,313,35,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,63389-43-5,1,#REF!
PPh(OMe)2,00000143,COP(OC)c1ccccc1,COP(c1ccccc1)OC,0,2,C8H11O2P,170,22,3,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,2946-61-4,1,1
P(OEt)2Ph,00000144,CCOP(OCC)c1ccccc1,CCOP(c1ccccc1)OCC,0,2,C10H15O2P,198,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,1638-86-4,1,1
PPh(OPh)2,00000145,c1ccc(OP(Oc2ccccc2)c2ccccc2)cc1,c1ccc(cc1)P(Oc1ccccc1)Oc1ccccc1,0,2,C18H15O2P,294,36,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,13410-61-2,1,#REF!
PPh(OBu)2,00000146,CCCCOP(OCCCC)c1ccccc1,CCCCOP(c1ccccc1)OCCCC,0,2,C14H23O2P,254,40,9,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,3030-90-8,1,#REF!
P(OMe)3,00000147,COP(OC)OC,COP(OC)OC,0,1,C3H9O3P,124,16,3,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,121-45-9,1,1
P(OEt)3,00000148,CCOP(OCC)OCC,CCOP(OCC)OCC,0,1,C6H15O3P,166,25,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,122-52-1,1,1
P(OiPr)3,00000149,CC(C)OP(OC(C)C)OC(C)C,CC(OP(OC(C)C)OC(C)C)C,0,1,C9H21O3P,208,34,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,116-17-6,1,1
P(OnBu)3,00000150,CCCCOP(OCCCC)OCCCC,CCCCOP(OCCCC)OCCCC,0,1,C12H27O3P,250,43,12,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,102-85-2,1,1
P(OCH2CH2CN)3,00000151,N#CCCOP(OCCC#N)OCCC#N,N#CCCOP(OCCC#N)OCCC#N,0,1,C9H12N3O3P,241,28,9,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,26727-53-7,1,#REF!
P(O-4ClPh)3,00000152,Clc1ccc(OP(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)cc1,Clc1ccc(cc1)OP(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,0,1,C18H12Cl3O3P,414,37,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,5679-61-8,1,#REF!
